faa,name,lon,lat,tzone
SSI,McKinnon Airport,-81.3910556,31.1519722,America/New_York
STC,Saint Cloud Regional Airport,-94.059889,45.546556,America/Chicago
STE,Stevens Point Municipal Airport,-89.5302844,44.5451356,America/Chicago
STG,St. George Airport,-169.663611,56.577222,America/Anchorage
STJ,Rosecrans Mem,-94.909706,39.771944,America/Chicago
STK,Sterling Municipal Airport,-103.2648454,40.6153136,America/Denver
STL,Lambert St Louis Intl,-90.370028,38.748697,America/Chicago
STS,Charles M Schulz Sonoma Co,-122.81288,38.508978,America/Los_Angeles
SUA,Witham Field Airport,-80.221294,27.1816996,America/New_York
SUE,Door County Cherryland Airport,-87.4215556,44.8436667,America/Chicago
SUN,Friedman Mem,-114.296194,43.504444,America/Denver
SUS,Spirit Of St Louis,-90.652044,38.662119,America/Chicago
SUU,Travis Afb,-121.927464,38.262692,America/Los_Angeles
SUX,Sioux Gateway Col Bud Day Fld,-96.384367,42.402603,America/Chicago
SVA,Savoonga Airport,-170.493,63.6864,America/Anchorage
SVC,Grant County Airport,-108.156,32.6365,America/Denver
SVH,Regional Airport,-80.9538958,35.7649958,America/New_York
SVN,Hunter Aaf,-81.145683,32.01,America/New_York
SVW,Sparrevohn Lrrs,-155.574228,61.097369,America/Anchorage
SWD,Seward Airport,-149.4188122,60.1269383,America/Anchorage
SWF,Stewart Intl,-74.104839,41.504094,America/New_York
SXP,Sheldon Point Airport,-164.847778,62.520556,America/Anchorage
SXQ,Soldotna Airport,-151.0382389,60.4749583,America/Anchorage
SYA,Eareckson As,174.11362,52.712275,America/Anchorage
SYB,Seal Bay Seaplane Base,-152.5,58.166667,America/Anchorage
SYR,Syracuse Hancock Intl,-76.106311,43.111187,America/New_York
SZL,Whiteman Afb,-93.547864,38.730306,America/Chicago
TAL,Tanana Airport,-152.075833,65.179556,America/Anchorage
TAN,Taunton Municipal Airport - King Field,-71.0166453,41.8744017,America/New_York
TBN,Waynesville Rgnl Arpt At Forney Fld,-92.140736,37.741631,America/Chicago
TCC,Tucumcari Muni,-103.603186,35.182777,America/Denver
TCL,Tuscaloosa Rgnl,-87.611403,33.220627,America/Chicago
TCM,Mc Chord Afb,-122.476475,47.137678,America/Los_Angeles
TCS,Truth Or Consequences Muni,-107.27175,33.236944,America/Denver
TCT,Takotna Airport,-156.082778,62.971944,America/Anchorage
TEB,Teterboro,-74.060837,40.850103,America/New_York
TEK,Tatitlek Airport,-146.691111,60.8725,America/Anchorage
TEX,Telluride,-107.90848,37.953759,America/Denver
TIK,Tinker Afb,-97.386633,35.414739,America/Chicago
TIW,Tacoma Narrows Airport,-122.57811,47.267944,America/Los_Angeles
TIX,Space Coast Reg'l Airport,-80.7992278,28.5148,America/New_York
TKA,Talkeetna,-150.093694,62.3205,America/Anchorage
TKE,Tenakee Seaplane Base,-135.218333,57.779722,America/Anchorage
TKF,Truckee-Tahoe Airport,-120.1395628,39.3200422,America/Los_Angeles
TKI,Collin County Regional Airport at Mc Kinney,-96.5905278,33.1779444,America/Chicago
TLA,Teller Airport,-166.339444,65.240278,America/Anchorage
TLH,Tallahassee Rgnl,-84.350333,30.396528,America/New_York
TLJ,Tatalina Lrrs,-155.976525,62.894369,America/Anchorage
TLT,Tuluksak Airport,-160.969444,61.096944,America/Anchorage
TMA,Henry Tift Myers Airport,-83.488545,31.4289814,America/New_York
TMB,Kendall Tamiami Executive,-80.432777,25.647889,America/New_York
TNC,Tin City LRRS Airport,-167.921667,65.563056,America/Anchorage
TNK,Tununak Airport,-165.271667,60.575556,America/Anchorage
TNT,Dade Collier Training And Transition,-80.897,25.861806,America/New_York
TNX,Tonopah Test Range,-116.78075,37.798836,America/Los_Angeles
TOA,Zamperini Field Airport,-118.339611,33.803392,America/Los_Angeles
TOC,Toccoa RG Letourneau Field Airport,-83.2963717,34.5928117,America/New_York
TOG,Togiak Airport,-160.397,59.0528,America/Anchorage
TOL,Toledo,-83.807833,41.586806,America/New_York
TOP,Philip Billard Muni,-95.622482,39.068657,America/Chicago
TPA,Tampa Intl,-82.53325,27.975472,America/New_York
TPL,Draughon Miller Central Texas Rgnl,-97.407778,31.1525,America/Chicago
TRI,Tri-Cities Regional Airport,-82.4074167,36.4752222,America/New_York
TRM,Jacqueline Cochran Regional Airport,-116.1596667,33.626666,America/Los_Angeles
TSS,East 34th Street Heliport,-73.971944,40.7425,America/New_York
TTD,Portland Troutdale,-122.401253,45.54937,America/Los_Angeles
TTN,Trenton Mercer,-74.813469,40.276692,America/New_York
TUL,Tulsa Intl,-95.888111,36.198389,America/Chicago
TUP,Tupelo Regional Airport,-88.7699,34.2681,America/Chicago
TUS,Tucson Intl,-110.941028,32.116083,America/Phoenix
TVC,Cherry Capital Airport,-85.582235,44.741445,America/New_York
TVF,Thief River Falls,-96.185,48.065556,America/Chicago
TVI,Thomasville Regional Airport,-83.8811285,30.9017921,America/New_York
TVL,Lake Tahoe Airport,-119.995278,38.893889,America/Los_Angeles
TWA,Twin Hills Airport,-160.275,59.074444,America/Anchorage
TWD,Jefferson County Intl,-122.4838,48.0314,America/Los_Angeles
TWF,Magic Valley Regional Airport,-114.487733,42.481803,America/Denver
TXK,Texarkana Rgnl Webb Fld,-93.991028,33.453722,America/Chicago
TYE,Tyonek Airport,-151.138056,61.076667,America/Anchorage
TYR,Tyler Pounds Rgnl,-95.402386,32.354139,America/Chicago
TYS,Mc Ghee Tyson,-83.994028,35.810972,America/New_York
TZR,Bolton Field,-83.136944,39.901111,America/New_York
U76,Mountain Home Municipal Airport,-115.7305671,43.1316111,America/Denver
UCA,Union Station,-75.223333,43.104167,America/New_York
UDD,Bermuda Dunes Airport,-116.2748133,33.7484375,America/Los_Angeles
UDG,Darlington County Jetport,-79.8900608,34.4493845,America/New_York
UES,Waukesha County Airport,-88.2370556,43.0410278,America/Chicago
UGN,Waukegan Rgnl,-87.867908,42.422161,America/Chicago
UIN,Quincy Regional Baldwin Field,-91.1946,39.9427,America/Chicago
UMP,Indianapolis Metropolitan Airport,-86.045,39.935278,America/New_York
UNK,Unalakleet Airport,-160.798889,63.888333,America/Anchorage
UPP,Upolu,-155.859989,20.265256,Pacific/Honolulu
UST,St. Augustine Airport,-81.339722,29.959167,America/New_York
UT3,Hite Airport,-110.3840289,37.8916547,America/Denver
UTM,Tunica Municipal Airport,-90.3467,34.681,America/Chicago
UTO,Indian Mountain Lrrs,-153.704289,65.992794,America/Anchorage
UUK,Ugnu-Kuparuk Airport,-149.5975,70.330833,America/Anchorage
UUU,Newport State,-71.282222,41.533056,America/New_York
UVA,Garner Field,-99.748962,29.215429,America/Chicago
VAD,Moody Afb,-83.193,30.967833,America/New_York
VAK,Chevak Airport,-165.584,61.5338,America/Anchorage
VAY,South Jersey Regional Airport,-74.84575,39.9428889,America/New_York
VBG,Vandenberg Afb,-120.584306,34.737333,America/Los_Angeles
VCT,Victoria Regional Airport,-96.9185,28.8526,America/Chicago
VCV,Southern California Logistics,-117.382997,34.597453,America/Los_Angeles
VDF,Tampa Executive Airport,-82.3452778,28.0139772,America/New_York
VDZ,Valdez Pioneer Fld,-146.248342,61.133949,America/Anchorage
VEE,Venetie Airport,-146.366389,67.008611,America/Anchorage
VEL,Vernal Regional Airport,-109.51,40.440833,America/Denver
VGT,North Las Vegas Airport,-115.1944444,36.2106944,America/Los_Angeles
VIS,Visalia Municipal Airport,-119.392778,36.318611,America/Los_Angeles
VLD,Valdosta Regional Airport,-83.2767,30.7825,America/New_York
VNW,Van Wert County Airport,-84.606358,40.8638295,America/New_York
VNY,Van Nuys,-118.489972,34.209811,America/Los_Angeles
VOK,Volk Fld,-90.253433,43.938956,America/Chicago
VPC,Cartersville Airport,-84.8487067,34.1231475,America/New_York
VPS,Eglin Afb,-86.5254,30.48325,America/Chicago
VRB,Vero Beach Muni,-80.417944,27.655556,America/New_York
VSF,Hartness State,-72.517222,43.343333,America/New_York
VYS,Illinois Valley Regional,-89.153056,41.351944,America/Chicago
W04,Ocean Shores Municipal,-124.0854,46.5995,America/Los_Angeles
W13,Eagle's Nest Airport,-78.944167,38.076944,America/New_York
WAA,Wales Airport,-168.095,65.6225,America/Anchorage
WAL,Wallops Flight Facility,-75.466389,37.940194,America/New_York
WAS,All Airports,-77.035278,38.889444,America/New_York
WBB,Stebbins Airport,-162.278056,63.515833,America/Anchorage
WBQ,Beaver Airport,-147.406667,66.362222,America/Anchorage
WBU,Boulder Municipal,-105.225833,40.039444,America/Denver
WBW,Wilkes-Barre Wyoming Valley Airport,-75.8522405,41.2973074,America/New_York
WDR,Barrow County Airport,-83.6674167,33.9828611,America/New_York
WFB,Ketchikan harbor Seaplane Base,-131.663333,55.344444,America/Anchorage
WFK,Northern Aroostook Regional Airport,-68.312778,47.285556,America/New_York
WHD,Hyder Seaplane Base,-130.006667,55.903333,America/Vancouver
WHP,Whiteman Airport,-118.4134331,34.2593253,America/Los_Angeles
WIH,Wishram Amtrak Station,-120.9664,45.6576,America/Los_Angeles
WKK,Aleknagik Airport,-158.618,59.2826,America/Anchorage
WKL,Waikoloa Heliport,-155.864,19.9136,Pacific/Honolulu
WLK,Selawik Airport,-159.985833,66.6,America/Anchorage
WMO,White Mountain Airport,-163.412778,64.689167,America/Anchorage
WRB,Robins Afb,-83.59185,32.640144,America/New_York
WRG,Wrangell Airport,-132.37,56.4843,America/Anchorage
WRI,Mc Guire Afb,-74.591667,40.015556,America/New_York
WRL,Worland Municipal Airport,-107.951,43.9657,America/Denver
WSD,Condron Aaf,-106.40277,32.341484,America/Denver
WSJ,San Juan - Uganik Seaplane Base,-153.320556,57.730278,America/Anchorage
WSN,South Naknek Airport,-157.0025,58.702222,America/Anchorage
WST,Westerly State Airport,-71.803333,41.349722,America/New_York
WSX,Westsound Seaplane Base,-122.952778,48.617778,America/Los_Angeles
WTK,Noatak Airport,-162.975,67.5661,America/Anchorage
WTL,Tuntutuliak Airport,-162.666944,60.335278,America/Anchorage
WWD,Cape May Co,-74.908275,39.008507,America/New_York
WWP,North Whale Seaplane Base,-133.121667,56.116389,America/Anchorage
WWT,Newtok Airport,-164.641111,60.939167,America/Anchorage
WYS,Yellowstone Airport,-111.1175,44.688333,America/Denver
X01,Everglades Airpark,-81.3902778,25.8488611,America/New_York
X04,Apopka,-81.581667,28.707222,America/New_York
X07,Lake Wales Municipal Airport,-81.6203889,27.8938056,America/New_York
X21,Arthur Dunn Airpark,-80.83541,28.622552,America/New_York
X26,Sebastian Municipal,-80.4955833,27.81325,America/New_York
X39,Tampa North Aero Park,-82.374555,28.221278,America/New_York
X49,South Lakeland Airport,-82.0439739,27.9333581,America/New_York
X59,Valkaria Municipal,-80.5583333,27.9608611,America/New_York
XFL,Flagler County Airport,-81.1212,29.2821,America/New_York
XNA,NW Arkansas Regional,-94.3068111,36.2818694,America/Chicago
XZK,Amherst Amtrak Station AMM,-72.511389,42.375,America/New_York
Y51,Municipal Airport,-90.8964742,43.5793603,America/Chicago
Y72,Bloyer Field,-90.4806111,43.9762222,America/Chicago
YIP,Willow Run,-83.530408,42.237928,America/New_York
YKM,Yakima Air Terminal McAllister Field,-120.544,46.5682,America/Los_Angeles
YKN,Chan Gurney,-97.3969,42.8711,America/Chicago
YNG,Youngstown Warren Rgnl,-80.679097,41.260736,America/New_York
YUM,Yuma Mcas Yuma Intl,-114.60598,32.656578,America/Phoenix
Z84,Clear,-149.120144,64.301203,America/Anchorage
ZBP,Penn Station,-76.615556,39.307222,America/New_York
ZFV,Philadelphia 30th St Station,-75.182,39.9557,America/New_York
ZPH,Municipal Airport,-82.155833,28.228056,America/New_York
ZRA,Atlantic City Rail Terminal,-74.442,39.3665,America/New_York
ZRD,Train Station,-77.42945,37.5343,America/New_York
ZRP,Newark Penn Station,-74.164167,40.734722,America/New_York
ZRT,Hartford Union Station,-72.6815,41.76888,America/New_York
ZRZ,New Carrollton Rail Station,-76.8719,38.948,America/New_York
ZSF,Springfield Amtrak Station,-72.593054,42.106,America/New_York
ZSY,Scottsdale Airport,-111.9105278,33.6228889,America/Phoenix
ZTF,Stamford Amtrak Station,-73.541493,41.046937,America/New_York
ZTY,Boston Back Bay Station,-71.075,42.3478,America/New_York
ZUN,Black Rock,-108.791778,35.083228,America/Denver
ZVE,New Haven Rail Station,-72.925992,41.298669,America/New_York
ZWI,Wilmington Amtrak Station,-75.551667,39.736667,America/New_York
ZWU,Washington Union Station,-77.00643,38.89746,America/New_York
ZYP,Penn Station,-73.9935,40.7505,America/New_York
