city,state,year,population,lon,lat
"Fontana, CA",CA,1970,20.673,-117.4626845,34.108793
"Fremont, CA",CA,1970,100.869,-121.9411173,37.4943734
"Fresno, CA",CA,1970,165.655,-119.794492,36.7826736
"Fullerton, CA",CA,1970,85.987,-117.9280246,33.8857143
"Garden Grove, CA",CA,1970,121.155,-117.9604719,33.7787816
"Glendale, CA",CA,1970,132.664,-118.2458301,34.1813929
"Hayward, CA",CA,1970,93.058,-122.1063408,37.6281392
"Huntington Beach, CA",CA,1970,115.96,-118.00933,33.6905687
"Inglewood, CA",CA,1970,89.985,-118.3442743,33.9560678
"Irvine, CA",CA,1970,7,-117.7712541,33.6783986
"Lancaster, CA",CA,1970,32.728,-118.1753054,34.693558
"Long Beach, CA",CA,1970,358.879,-118.1553273,33.8091018
"Los Angeles, CA",CA,1970,2811.801,-118.4108248,34.0193936
"Mission Viejo, CA",CA,1970,11.933,-117.656471,33.6093352
"Modesto, CA",CA,1970,61.712,-120.9890523,37.6609092
"Moreno Valley, CA",CA,1970,0,-117.2056845,33.9232527
"Norwalk, CA",CA,1970,90.164,-118.0834464,33.9069288
"Oakland, CA",CA,1970,361.561,-122.2256401,37.7698573
"Oceanside, CA",CA,1970,40.494,-117.3062269,33.2245718
"Ontario, CA",CA,1970,64.118,-117.6087689,34.0395244
"Orange, CA",CA,1970,77.365,-117.8248761,33.8048434
"Oxnard, CA",CA,1970,71.225,-119.2046028,34.2023461
"Palmdale, CA",CA,1970,8.511,-118.1090011,34.5913162
"Pasadena, CA",CA,1970,112.951,-118.139593,34.160592
"Pomona, CA",CA,1970,87.384,-117.7612655,34.0585947
"Rancho Cucamonga, CA",CA,1970,5.8,-117.564207,34.1233151
"Rialto, CA",CA,1970,28.37,-117.3882874,34.1117839
"Richmond, CA",CA,1970,79.043,-122.3593535,37.9529744
"Riverside, CA",CA,1970,140.089,-117.3931675,33.9381433
"Sacramento, CA",CA,1970,257.105,-121.4686318,38.5665924
"Salinas, CA",CA,1970,58.896,-121.6337145,36.6901821
"San Bernardino, CA",CA,1970,106.869,-117.2953165,34.1392611
"San Diego, CA",CA,1970,697.027,-117.134993,32.8152995
"San Francisco, CA",CA,1970,715.674,-122.419338,37.780023
"San Jose, CA",CA,1970,459.913,-121.8193058,37.2968672
"San Mateo, CA",CA,1970,78.991,-122.3106003,37.5603104
"Santa Ana, CA",CA,1970,155.71,-117.8825931,33.736478
"Santa Barbara, CA",CA,1970,70.215,-119.7133561,34.398899
"Santa Clara, CA",CA,1970,86.118,-121.9679336,37.364613
"Santa Clarita, CA",CA,1970,0,-118.5047007,34.4048756
"Santa Rosa, CA",CA,1970,50.006,-122.7061362,38.4468158
"Simi Valley, CA",CA,1970,59.832,-118.7484575,34.2668875
"South Gate, CA",CA,1970,56.909,-118.1927614,33.9441585
"Stockton, CA",CA,1970,109.963,-121.3133043,37.9763417
"Sunnyvale, CA",CA,1970,95.976,-122.026323,37.3857838
"Thousand Oaks, CA",CA,1970,35.873,-118.874235,34.1932896
"Torrance, CA",CA,1970,134.968,-118.3414307,33.8349663
"Vacaville, CA",CA,1970,21.69,-121.969452,38.3573722
"Vallejo, CA",CA,1970,71.71,-122.2638801,38.1079111
"Ventura, CA",CA,1970,57.964,-119.257336,34.272907
"Visalia, CA",CA,1970,27.268,-119.3234086,36.3271538
"Vista, CA",CA,1970,24.688,-117.2386067,33.1895416
"West Covina, CA",CA,1970,68.034,-117.9099372,34.0559412
"Westminster, CA",CA,1970,60.076,-117.9937553,33.7521532
"Arvada, CO",CO,1970,49.083,-105.1066199,39.8097397
"Aurora, CO",CO,1970,74.389,-104.68974,39.6880021
"Boulder, CO",CO,1970,66.87,-105.2517397,40.027443
"Colorado Springs, CO",CO,1970,135.517,-104.760749,38.8672553
"Denver, CO",CO,1970,514.678,-104.8806251,39.7618487
"Fort Collins, CO",CO,1970,43.337,-105.0648327,40.5482164
"Lakewood, CO",CO,1970,92.743,-105.1175507,39.6989417
"Pueblo, CO",CO,1970,97.774,-104.6123784,38.2731471
"Westminster, CO",CO,1970,19.512,-105.0644262,39.8821898
"Bridgeport, CT",CT,1970,156.542,-73.1957339,41.1873858
"Hartford, CT",CT,1970,158.017,-72.6833394,41.7660453
"New Haven, CT",CT,1970,137.707,-72.924953,41.3108088
"Stamford, CT",CT,1970,108.798,-73.5460279,41.0798566
"Waterbury, CT",CT,1970,108.033,-73.0366845,41.5585001
"Washington, DC",DC,1970,756.668,-77.0170942,38.9041485
"Cape Coral, FL",FL,1970,10.2,-81.9973306,26.6431192
"Clearwater, FL",FL,1970,52.074,-82.7662648,27.9794747
"Coral Springs, FL",FL,1970,1.5,-80.2592915,26.2707826
"Fort Lauderdale, FL",FL,1970,139.59,-80.143896,26.141305
"Gainesville, FL",FL,1970,64.51,-82.345878,29.6788314
"Hialeah, FL",FL,1970,102.452,-80.302865,25.8699408
"Hollywood, FL",FL,1970,106.873,-80.1645743,26.0311054
"Jacksonville, FL",FL,1970,504.265,-81.6613021,30.3370193
"Miami, FL",FL,1970,334.859,-80.2086152,25.775163
"Miami Beach, FL",FL,1970,87.072,-80.1397207,25.8152651
"Orlando, FL",FL,1970,99.006,-81.2987497,28.4158857
"Pembroke Pines, FL",FL,1970,15.496,-80.3403962,26.0212389
"Port St. Lucie, FL",FL,1970,0,-80.3837622,27.2809508
"St. Petersburg, FL",FL,1970,216.159,-82.644055,27.7619755
"Tallahassee, FL",FL,1970,72.624,-84.2534191,30.4551091
"Tampa, FL",FL,1970,277.714,-82.4796734,27.9700861
"Athens, GA",GA,1970,44.342,-83.3700882,33.9495967
"Atlanta, GA",GA,1970,495.039,-84.4226745,33.7629088
"Augusta, GA",GA,1970,59.864,-82.0734219,33.3655309
"Columbus, GA",GA,1970,155.028,-84.874946,32.510197
"Macon, GA",GA,1970,122.423,-83.6489181,32.8309533
"Savannah, GA",GA,1970,118.349,-81.1535567,32.0025121
"Honolulu, HI",HI,1970,324.871,-157.8453146,21.3258516
"Cedar Rapids, IA",IA,1970,110.642,-91.6777599,41.9670481
"Davenport, IA",IA,1970,98.469,-90.6039968,41.5541036
"Des Moines, IA",IA,1970,201.404,-93.616708,41.5739461
"Boise, ID",ID,1970,74.99,-116.2310843,43.5984881
"Aurora, IL",IL,1970,74.974,-88.290099,41.763455
"Chicago, IL",IL,1970,3369.357,-87.6818441,41.8375511
"Elgin, IL",IL,1970,55.691,-88.3217094,42.0396386
"Joliet, IL",IL,1970,78.827,-88.1583542,41.5180664
"Naperville, IL",IL,1970,22.794,-88.162019,41.7491725
"Peoria, IL",IL,1970,126.963,-89.6170968,40.7523087
"Rockford, IL",IL,1970,147.37,-89.0628271,42.2633938
"Springfield, IL",IL,1970,91.753,-89.6708323,39.7639077
"Waukegan, IL",IL,1970,65.134,-87.8708984,42.3694469
"Evansville, IN",IN,1970,138.764,-87.534703,37.9877339
"Fort Wayne, IN",IN,1970,178.269,-85.14388,41.088172900000004
"Gary, IN",IN,1970,175.415,-87.3448535,41.5958827
"Indianapolis, IN",IN,1970,744.624,-86.1459355,39.7766644
"South Bend, IN",IN,1970,125.58,-86.269043,41.6768497
"Kansas City, KS",KS,1970,168.213,-94.7417813,39.1225389
"Olathe, KS",KS,1970,17.917,-94.8188482,38.8842791
"Overland Park, KS",KS,1970,77.934,-94.6905839,38.8890422
"Topeka, KS",KS,1970,125.011,-95.6948257,39.03617
"Wichita, KS",KS,1970,276.554,-97.3426776,37.6906938
"Lexington, KY",KY,1970,108.137,-84.4584429,38.0401572
"Louisville, KY",KY,1970,361.706,-85.6667077,38.1780769
"Baton Rouge, LA",LA,1970,165.921,-91.1258993,30.4484535
"Lafayette, LA",LA,1970,68.908,-92.0313943,30.2115733
"New Orleans, LA",LA,1970,593.471,-89.9390074,30.0686361
"Shreveport, LA",LA,1970,182.064,-93.7926845,32.4670204
"Boston, MA",MA,1970,641.071,-71.0201725,42.33196
"Brockton, MA",MA,1970,89.04,-71.0246378,42.082543
"Cambridge, MA",MA,1970,100.361,-71.1182745,42.3759674
"Fall River, MA",MA,1970,96.898,-71.0941619,41.7253505
"Lowell, MA",MA,1970,94.239,-71.3221073,42.638893
"Lynn, MA",MA,1970,90.294,-70.9621851,42.4748618
"New Bedford, MA",MA,1970,101.777,-70.9379126,41.6613028
"Quincy, MA",MA,1970,87.966,-71.0093968,42.2609151
"Springfield, MA",MA,1970,163.905,-72.5399783,42.115454
"Worcester, MA",MA,1970,176.572,-71.8077831,42.2694781
"Baltimore, MD",MD,1970,905.787,-76.6105159,39.3002135
"Ann Arbor, MI",MI,1970,100.035,-83.7313328,42.2756414
"Dearborn, MI",MI,1970,104.199,-83.2114879,42.3130574
"Detroit, MI",MI,1970,1514.063,-83.1022365,42.3830375
"Flint, MI",MI,1970,193.317,-83.6919833,43.0244249
"Grand Rapids, MI",MI,1970,197.649,-85.6555701,42.961156
"Lansing, MI",MI,1970,131.403,-84.5562219,42.7097871
"Livonia, MI",MI,1970,110.109,-83.3723195,42.3971831
"Sterling Heights, MI",MI,1970,61.365,-83.0303162,42.5812062
"Warren, MI",MI,1970,179.26,-83.0250007,42.4929044
"Westland, MI",MI,1970,86.749,-83.3807781,42.3191725
"Duluth, MN",MN,1970,100.578,-92.1187097,46.783229
"Minneapolis, MN",MN,1970,434.4,-93.2682835,44.9633235
"St. Paul, MN",MN,1970,309.866,-93.1038552,44.9488695
"Independence, MO",MO,1970,111.63,-94.3512918,39.0852578
"Kansas City, MO",MO,1970,507.33,-94.5511362,39.125212
"Springfield, MO",MO,1970,120.096,-93.2913048,37.194152
"St. Louis, MO",MO,1970,622.236,-90.2445816,38.6356988
"Jackson, MS",MS,1970,153.968,-90.2128226,32.3158308
"Billings, MT",MT,1970,61.581,-108.5498909,45.7895184
"Cary, NC",NC,1970,7.43,-78.8140795,35.7821217
"Charlotte, NC",NC,1970,241.42,-80.8307389,35.2087069
"Durham, NC",NC,1970,95.438,-78.9056471,35.9809638
"Fayetteville, NC",NC,1970,53.51,-78.9802627,35.0851098
"Greensboro, NC",NC,1970,144.076,-79.8271079,36.0964835
"Raleigh, NC",NC,1970,122.83,-78.6414394,35.8302035
"Winston-Salem, NC",NC,1970,133.683,-80.2605782,36.1032616
"Fargo, ND",ND,1970,53.365,-96.8290052,46.8652063
"Lincoln, NE",NE,1970,149.518,-96.6803544,40.8089574
"Omaha, NE",NE,1970,346.929,-96.041926900000007,41.2646751
"Manchester, NH",NH,1970,87.754,-71.4438932,42.9846891
"Nashua, NH",NH,1970,55.82,-71.4905435,42.7490744
"Elizabeth, NJ",NJ,1970,112.654,-74.19353,40.6662613
"Jersey City, NJ",NJ,1970,260.35,-74.0647599,40.7114174
"Newark, NJ",NJ,1970,381.93,-74.1725735,40.7242204
"Paterson, NJ",NJ,1970,144.824,-74.1628255,40.9147462
"Albuquerque, NM",NM,1970,244.501,-106.6473884,35.1055517
"Henderson, NV",NV,1970,16.395,-115.0374619,36.0122334
"Las Vegas, NV",NV,1970,125.787,-115.2640448,36.2277116
"North Las Vegas, NV",NV,1970,45.542,-115.0892625,36.2829735
"Reno, NV",NV,1970,72.863,-119.7765384,39.4744867
"Albany, NY",NY,1970,115.781,-73.7983532,42.6657453
"Buffalo, NY",NY,1970,462.768,-78.8596862,42.8924919
"New York City, NY",NY,1970,7895.563,-73.9385004,40.6642738
"Rochester, NY",NY,1970,295.011,-77.6168907,43.1699272
"Syracuse, NY",NY,1970,197.297,-76.1435544,43.0409981
"Yonkers, NY",NY,1970,204.297,-73.8674464,40.9458622
"Akron, OH",OH,1970,275.425,-81.5214295,41.0804559
"Cincinnati, OH",OH,1970,453.514,-84.5064465,39.1399019
"Cleveland, OH",OH,1970,750.879,-81.6794861,41.4781381
"Columbus, OH",OH,1970,540.025,-82.9850438,39.9847989
"Dayton, OH",OH,1970,243.023,-84.1996317,39.7773943
"Toledo, OH",OH,1970,383.062,-83.5818608,41.664071
"Lawton, OK",OK,1970,74.47,-98.4204004,34.6170477
"Norman, OK",OK,1970,52.117,-97.3453056,35.2405774
"Oklahoma City, OK",OK,1970,368.164,-97.5136565,35.4670795
"Tulsa, OK",OK,1970,330.35,-95.9023162,36.1279488
"Eugene, OR",OR,1970,79.028,-123.1162068,44.0567484
"Gresham, OR",OR,1970,10.03,-122.4416088,45.502319
"Portland, OR",OR,1970,379.967,-122.649971,45.5369506
"Salem, OR",OR,1970,68.725,-123.0231194,44.9236937
"Allentown, PA",PA,1970,109.871,-75.4781595,40.5939656
"Erie, PA",PA,1970,129.265,-80.0735032,42.1165941
"Philadelphia, PA",PA,1970,1949.996,-75.1333459,40.0093755
"Pittsburgh, PA",PA,1970,520.089,-79.9765919,40.4397525
"Providence, RI",RI,1970,179.116,-71.4187795,41.823055600000004
"Charleston, SC",SC,1970,66.945,-79.9589267,32.8179219
"Columbia, SC",SC,1970,113.542,-80.8965664,34.0297833
"Sioux Falls, SD",SD,1970,72.488,-96.7319985,43.5383351
"Chattanooga, TN",TN,1970,119.923,-85.2470649,35.0664635
"Clarksville, TN",TN,1970,31.719,-87.3452162,36.5664303
"Knoxville, TN",TN,1970,174.587,-83.9464787,35.9708752
"Memphis, TN",TN,1970,623.988,-89.9784984,35.1035431
"Nashville, TN",TN,1970,448.003,-86.7850016,36.1718001
"Abilene, TX",TX,1970,89.653,-99.7381473,32.4545143
"Amarillo, TX",TX,1970,127.01,-101.8287459,35.1978395
"Arlington, TX",TX,1970,90.229,-97.1246912,32.7007082
"Austin, TX",TX,1970,253.539,-97.7559964,30.3071816
"Beaumont, TX",TX,1970,117.548,-94.1457737,30.0843427
"Brownsville, TX",TX,1970,52.522,-97.4538263,26.0183263
"Carrollton, TX",TX,1970,13.855,-96.8997702,32.9883599
"Corpus Christi, TX",TX,1970,204.525,-97.396259,27.804553
"Dallas, TX",TX,1970,844.401,-96.7655033,32.794176
"El Paso, TX",TX,1970,322.261,-106.426979,31.8483598
"Fort Worth, TX",TX,1970,393.455,-97.3463354,32.7795423
"Garland, TX",TX,1970,81.437,-96.6303571,32.9098261
"Grand Prairie, TX",TX,1970,50.904,-97.0209951,32.6841931
"Houston, TX",TX,1970,1233.535,-95.3863425,29.7804724
"Irving, TX",TX,1970,97.26,-96.9700224,32.8577478
"Killeen, TX",TX,1970,35.507,-97.731952,31.0776691
"Laredo, TX",TX,1970,69.024,-99.4869309,27.5476811
"Lubbock, TX",TX,1970,149.101,-101.8866773,33.5664787
"Mcallen, TX",TX,1970,37.636,-98.2461453,26.2185125
"Mesquite, TX",TX,1970,55.131,-96.5924264,32.763903
"Midland, TX",TX,1970,59.463,-102.1096969,32.0299306
"Odessa, TX",TX,1970,78.38,-102.3434058,31.8803778
"Pasadena, TX",TX,1970,89.957,-95.1504783,29.6582634
"Plano, TX",TX,1970,17.872,-96.747944,33.0507687
"Richardson, TX",TX,1970,48.405,-96.7080688,32.9722914
"San Angelo, TX",TX,1970,63.884,-100.4518503,31.4389124
"San Antonio, TX",TX,1970,654.153,-98.5251419,29.4724026
"Waco, TX",TX,1970,95.326,-97.1860267,31.5601108
"Wichita Falls, TX",TX,1970,96.265,-98.525854,33.9066992
"Provo, UT",UT,1970,53.131,-111.6448069,40.2453301
"Salt Lake City, UT",UT,1970,175.885,-111.9314142,40.7785197
"Sandy, UT",UT,1970,6.438,-111.8522856,40.5715632
"West Valley City, UT",UT,1970,0,-112.0117586,40.6884927
"Alexandria, VA",VA,1970,110.927,-77.0820263,38.8183429
"Chesapeake, VA",VA,1970,89.58,-76.3017884,36.6793761
"Hampton, VA",VA,1970,120.779,-76.2971486,37.0480303
"Newport News, VA",VA,1970,138.177,-76.5217187,37.0759784
"Norfolk, VA",VA,1970,307.951,-76.2446413,36.9230149
"Portsmouth, VA",VA,1970,110.963,-76.3562686,36.8594298
"Richmond, VA",VA,1970,249.332,-77.4760085,37.531399
"Roanoke, VA",VA,1970,92.115,-79.9584716,37.2778301
"Virginia Beach, VA",VA,1970,172.106,-76.0240202,36.7793219
"Bellevue, WA",WA,1970,61.196,-122.1564895,47.5978391
"Everett, WA",WA,1970,53.622,-122.1742234,48.0032673
"Seattle, WA",WA,1970,530.831,-122.3508761,47.6204993
"Spokane, WA",WA,1970,170.516,-117.4165955,47.6735545
"Tacoma, WA",WA,1970,154.407,-122.4598318,47.2521991
"Vancouver, WA",WA,1970,41.859,-122.5965165,45.6372364
"Green Bay, WI",WI,1970,87.809,-87.9841686,44.5206763
"Kenosha, WI",WI,1970,78.805,-87.8736961,42.5847398
"Madison, WI",WI,1970,171.809,-89.4301208,43.0878055
"Milwaukee, WI",WI,1970,717.372,-87.9666952,43.0633484
"Arden-Arcade, CA",CA,1970,NA,NA,NA
"East Los Angeles, CA",CA,1970,105,NA,NA
"Metairie, LA",LA,1970,136.5,NA,NA
"Columbia, MD",MD,1970,8.8,NA,NA
"Clinton, MI",MI,1970,NA,NA,NA
"Edison, NJ",NJ,1970,67.1,NA,NA
"Toms River, NJ",NJ,1970,7.3,NA,NA
"Paradise, NV",NV,1970,24.5,NA,NA
"Spring Valley, NV",NV,1970,NA,NA,NA
"Sunrise Manor, NV",NV,1970,10.9,NA,NA
"Arlington, VA",VA,1970,174.3,NA,NA
"Anchorage, AK",AK,1980,174.431,-149.2743541,61.177549
"Birmingham, AL",AL,1980,284.413,-86.799047,33.5274441
"Huntsville, AL",AL,1980,142.513,-86.5389964,34.7842707
"Mobile, AL",AL,1980,200.452,-88.1002261,30.668426
"Montgomery, AL",AL,1980,177.857,-86.2685927,32.3462512
"Little Rock, AR",AR,1980,159.151,-92.358556,34.7254318
"Chandler, AZ",AZ,1980,29.673,-111.8549429,33.2828736
"Gilbert, AZ",AZ,1980,5.717,-111.7421907,33.3102088
"Glendale, AZ",AZ,1980,97.172,-112.1899006,33.5331113
"Mesa, AZ",AZ,1980,152.404,-111.7173787,33.4019259
"Peoria, AZ",AZ,1980,12.171,-112.3110998,33.7877083
"Phoenix, AZ",AZ,1980,789.704,-112.0879662,33.5721625
"Scottsdale, AZ",AZ,1980,88.622,-111.8236822,33.6687267
"Tempe, AZ",AZ,1980,106.919,-111.9317823,33.3884143
"Tucson, AZ",AZ,1980,330.537,-110.8710622,32.1542888
"Anaheim, CA",CA,1980,219.494,-117.7600707,33.8554971
"Antioch, CA",CA,1980,42.683,-121.7976176,37.977541
"Bakersfield, CA",CA,1980,105.611,-119.0182915,35.3212129
"Berkeley, CA",CA,1980,103.328,-122.2990661,37.8667016
"Burbank, CA",CA,1980,84.625,-118.3248656,34.1889857
"Carson, CA",CA,1980,81.221,-118.2495736,33.840367
"Chula Vista, CA",CA,1980,83.927,-117.0151695,32.6276701
"Compton, CA",CA,1980,81.35,-118.2273742,33.892614
"Concord, CA",CA,1980,103.763,-122.0015843,37.9721785
"Corona, CA",CA,1980,37.791,-117.5638573,33.862352
"Costa Mesa, CA",CA,1980,82.562,-117.9123358,33.6659055
"Daly City, CA",CA,1980,78.519,-122.4649783,37.7009406
"Downey, CA",CA,1980,82.602,-118.1308561,33.9382375
"El Cajon, CA",CA,1980,73.892,-116.9604818,32.801659
"El Monte, CA",CA,1980,79.494,-118.0291358,34.0746329
"Escondido, CA",CA,1980,64.355,-117.073223,33.1336477
"Fairfield, CA",CA,1980,58.099,-122.039719,38.256757
"Fontana, CA",CA,1980,36.991,-117.4626845,34.108793
"Fremont, CA",CA,1980,131.945,-121.9411173,37.4943734
"Fresno, CA",CA,1980,217.491,-119.794492,36.7826736
"Fullerton, CA",CA,1980,102.246,-117.9280246,33.8857143
"Garden Grove, CA",CA,1980,123.307,-117.9604719,33.7787816
"Glendale, CA",CA,1980,139.06,-118.2458301,34.1813929
"Hayward, CA",CA,1980,94.342,-122.1063408,37.6281392
"Huntington Beach, CA",CA,1980,170.505,-118.00933,33.6905687
"Inglewood, CA",CA,1980,94.162,-118.3442743,33.9560678
"Irvine, CA",CA,1980,62.134,-117.7712541,33.6783986
"Lancaster, CA",CA,1980,48.027,-118.1753054,34.693558
"Long Beach, CA",CA,1980,361.498,-118.1553273,33.8091018
"Los Angeles, CA",CA,1980,2968.579,-118.4108248,34.0193936
"Mission Viejo, CA",CA,1980,50.666,-117.656471,33.6093352
"Modesto, CA",CA,1980,106.963,-120.9890523,37.6609092
"Moreno Valley, CA",CA,1980,28.12,-117.2056845,33.9232527
"Norwalk, CA",CA,1980,84.901,-118.0834464,33.9069288
"Oakland, CA",CA,1980,339.337,-122.2256401,37.7698573
"Oceanside, CA",CA,1980,76.698,-117.3062269,33.2245718
"Ontario, CA",CA,1980,88.82,-117.6087689,34.0395244
"Orange, CA",CA,1980,91.45,-117.8248761,33.8048434
"Oxnard, CA",CA,1980,108.195,-119.2046028,34.2023461
"Palmdale, CA",CA,1980,12.277,-118.1090011,34.5913162
"Pasadena, CA",CA,1980,118.072,-118.139593,34.160592
"Pomona, CA",CA,1980,92.742,-117.7612655,34.0585947
"Rancho Cucamonga, CA",CA,1980,55.25,-117.564207,34.1233151
"Rialto, CA",CA,1980,37.862,-117.3882874,34.1117839
"Richmond, CA",CA,1980,74.676,-122.3593535,37.9529744
"Riverside, CA",CA,1980,170.591,-117.3931675,33.9381433
"Sacramento, CA",CA,1980,275.741,-121.4686318,38.5665924
"Salinas, CA",CA,1980,80.479,-121.6337145,36.6901821
"San Bernardino, CA",CA,1980,118.794,-117.2953165,34.1392611
"San Diego, CA",CA,1980,875.538,-117.134993,32.8152995
"San Francisco, CA",CA,1980,678.974,-122.419338,37.780023
"San Jose, CA",CA,1980,629.531,-121.8193058,37.2968672
"San Mateo, CA",CA,1980,77.64,-122.3106003,37.5603104
"Santa Ana, CA",CA,1980,204.023,-117.8825931,33.736478
"Santa Barbara, CA",CA,1980,74.414,-119.7133561,34.398899
"Santa Clara, CA",CA,1980,87.7,-121.9679336,37.364613
"Santa Clarita, CA",CA,1980,66.73,-118.5047007,34.4048756
"Santa Rosa, CA",CA,1980,82.658,-122.7061362,38.4468158
"Simi Valley, CA",CA,1980,77.5,-118.7484575,34.2668875
"South Gate, CA",CA,1980,66.784,-118.1927614,33.9441585
"Stockton, CA",CA,1980,148.283,-121.3133043,37.9763417
"Sunnyvale, CA",CA,1980,106.618,-122.026323,37.3857838
"Thousand Oaks, CA",CA,1980,77.072,-118.874235,34.1932896
"Torrance, CA",CA,1980,129.881,-118.3414307,33.8349663
"Vacaville, CA",CA,1980,43.367,-121.969452,38.3573722
"Vallejo, CA",CA,1980,80.303,-122.2638801,38.1079111
"Ventura, CA",CA,1980,73.774,-119.257336,34.272907
"Visalia, CA",CA,1980,49.729,-119.3234086,36.3271538
"Vista, CA",CA,1980,35.834,-117.2386067,33.1895416
"West Covina, CA",CA,1980,81.292,-117.9099372,34.0559412
"Westminster, CA",CA,1980,71.133,-117.9937553,33.7521532
"Arvada, CO",CO,1980,84.576,-105.1066199,39.8097397
"Aurora, CO",CO,1980,158.588,-104.68974,39.6880021
"Boulder, CO",CO,1980,76.685,-105.2517397,40.027443
"Colorado Springs, CO",CO,1980,215.105,-104.760749,38.8672553
"Denver, CO",CO,1980,492.686,-104.8806251,39.7618487
"Fort Collins, CO",CO,1980,65.092,-105.0648327,40.5482164
"Lakewood, CO",CO,1980,113.808,-105.1175507,39.6989417
"Pueblo, CO",CO,1980,101.686,-104.6123784,38.2731471
"Westminster, CO",CO,1980,50.211,-105.0644262,39.8821898
"Bridgeport, CT",CT,1980,142.546,-73.1957339,41.1873858
"Hartford, CT",CT,1980,136.392,-72.6833394,41.7660453
"New Haven, CT",CT,1980,126.089,-72.924953,41.3108088
"Stamford, CT",CT,1980,102.466,-73.5460279,41.0798566
"Waterbury, CT",CT,1980,103.266,-73.0366845,41.5585001
"Washington, DC",DC,1980,638.432,-77.0170942,38.9041485
"Cape Coral, FL",FL,1980,32.103,-81.9973306,26.6431192
"Clearwater, FL",FL,1980,85.17,-82.7662648,27.9794747
"Coral Springs, FL",FL,1980,37.349,-80.2592915,26.2707826
"Fort Lauderdale, FL",FL,1980,153.279,-80.143896,26.141305
"Gainesville, FL",FL,1980,81.371,-82.345878,29.6788314
"Hialeah, FL",FL,1980,145.254,-80.302865,25.8699408
"Hollywood, FL",FL,1980,121.323,-80.1645743,26.0311054
"Jacksonville, FL",FL,1980,540.92,-81.6613021,30.3370193
"Miami, FL",FL,1980,346.681,-80.2086152,25.775163
"Miami Beach, FL",FL,1980,96.298,-80.1397207,25.8152651
"Orlando, FL",FL,1980,128.291,-81.2987497,28.4158857
"Pembroke Pines, FL",FL,1980,35.776,-80.3403962,26.0212389
"Port St. Lucie, FL",FL,1980,14.69,-80.3837622,27.2809508
"St. Petersburg, FL",FL,1980,238.647,-82.644055,27.7619755
"Tallahassee, FL",FL,1980,81.548,-84.2534191,30.4551091
"Tampa, FL",FL,1980,271.577,-82.4796734,27.9700861
"Athens, GA",GA,1980,42.549,-83.3700882,33.9495967
"Atlanta, GA",GA,1980,425.022,-84.4226745,33.7629088
"Augusta, GA",GA,1980,47.532,-82.0734219,33.3655309
"Columbus, GA",GA,1980,169.441,-84.874946,32.510197
"Macon, GA",GA,1980,116.896,-83.6489181,32.8309533
"Savannah, GA",GA,1980,141.654,-81.1535567,32.0025121
"Honolulu, HI",HI,1980,365.048,-157.8453146,21.3258516
"Cedar Rapids, IA",IA,1980,110.243,-91.6777599,41.9670481
"Davenport, IA",IA,1980,103.264,-90.6039968,41.5541036
"Des Moines, IA",IA,1980,191.003,-93.616708,41.5739461
"Boise, ID",ID,1980,102.249,-116.2310843,43.5984881
"Aurora, IL",IL,1980,81.293,-88.290099,41.763455
"Chicago, IL",IL,1980,3005.072,-87.6818441,41.8375511
"Elgin, IL",IL,1980,63.668,-88.3217094,42.0396386
"Joliet, IL",IL,1980,77.956,-88.1583542,41.5180664
"Naperville, IL",IL,1980,42.601,-88.162019,41.7491725
"Peoria, IL",IL,1980,124.16,-89.6170968,40.7523087
"Rockford, IL",IL,1980,139.712,-89.0628271,42.2633938
"Springfield, IL",IL,1980,100.054,-89.6708323,39.7639077
"Waukegan, IL",IL,1980,67.653,-87.8708984,42.3694469
"Evansville, IN",IN,1980,130.496,-87.534703,37.9877339
"Fort Wayne, IN",IN,1980,172.391,-85.14388,41.088172900000004
"Gary, IN",IN,1980,151.968,-87.3448535,41.5958827
"Indianapolis, IN",IN,1980,700.807,-86.1459355,39.7766644
"South Bend, IN",IN,1980,109.727,-86.269043,41.6768497
"Kansas City, KS",KS,1980,161.148,-94.7417813,39.1225389
"Olathe, KS",KS,1980,37.258,-94.8188482,38.8842791
"Overland Park, KS",KS,1980,81.784,-94.6905839,38.8890422
"Topeka, KS",KS,1980,118.69,-95.6948257,39.03617
"Wichita, KS",KS,1980,279.838,-97.3426776,37.6906938
"Lexington, KY",KY,1980,204.165,-84.4584429,38.0401572
"Louisville, KY",KY,1980,298.694,-85.6667077,38.1780769
"Baton Rouge, LA",LA,1980,220.394,-91.1258993,30.4484535
"Lafayette, LA",LA,1980,80.584,-92.0313943,30.2115733
"New Orleans, LA",LA,1980,557.927,-89.9390074,30.0686361
"Shreveport, LA",LA,1980,206.989,-93.7926845,32.4670204
"Boston, MA",MA,1980,562.994,-71.0201725,42.33196
"Brockton, MA",MA,1980,95.172,-71.0246378,42.082543
"Cambridge, MA",MA,1980,95.322,-71.1182745,42.3759674
"Fall River, MA",MA,1980,92.574,-71.0941619,41.7253505
"Lowell, MA",MA,1980,92.418,-71.3221073,42.638893
"Lynn, MA",MA,1980,78.471,-70.9621851,42.4748618
"New Bedford, MA",MA,1980,98.478,-70.9379126,41.6613028
"Quincy, MA",MA,1980,84.743,-71.0093968,42.2609151
"Springfield, MA",MA,1980,152.319,-72.5399783,42.115454
"Worcester, MA",MA,1980,161.799,-71.8077831,42.2694781
"Baltimore, MD",MD,1980,786.741,-76.6105159,39.3002135
